DIN/PIN,"Plan","Rec Eff Date","Rec End Date","Ben Grp List","LCA Ind","Pay Gen Ind","Brand Nm","Manuf","Generic Nm","Dosage Form","Trial Flg","Max Price","LCA Price","RDP Cat","RDP Sub Cat","RDP Price","RDP Excl Plans","Can Fed Reg Cd","Pcare Plan Desc","Max Days Supply","Qty Limit","Formulary List Date","Ltd Use Flag","Max Daily Qty","Max Period Qty","Max Period Qty Days","Max Annual Qty","BGTS Cat Cd","BGTS Cat Desc","BGTS Max Annual Qty"	
00000884,"B",20240313,20241231,"B ,C ,F ,U ,W ","","N","Isopto Carpine","007277","PILOCARPINE HCL 4 % SO","DROPS","N", 0000.3629, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 100, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000884,"C",20220401,20221231,"B ,C ,F ,U ,W ","","N","Isopto Carpine","007277","PILOCARPINE HCL 4 % SO","DROPS","N", 0000.3629, 0000.0000,"","",,"","P","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000884,"C",20230101,20231231,"B ,C ,F ,U ,W ","","N","Isopto Carpine","007277","PILOCARPINE HCL 4 % SO","DROPS","N", 0000.3629, 0000.0000,"","",,"","P","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000884,"C",20240101,20240312,"B ,C ,F ,U ,W ","","N","Isopto Carpine","007277","PILOCARPINE HCL 4 % SO","DROPS","N", 0000.3629, 0000.0000,"","",,"","P","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000884,"C",20240313,20241231,"B ,C ,F ,U ,W ","","N","Isopto Carpine","007277","PILOCARPINE HCL 4 % SO","DROPS","N", 0000.3629, 0000.0000,"","",,"","P","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000884,"F",20220401,20221231,"B ,C ,F ,U ,W ","","N","Isopto Carpine","007277","PILOCARPINE HCL 4 % SO","DROPS","N", 0000.3629, 0000.0000,"","",,"","P","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000884,"F",20230101,20231231,"B ,C ,F ,U ,W ","","N","Isopto Carpine","007277","PILOCARPINE HCL 4 % SO","DROPS","N", 0000.3629, 0000.0000,"","",,"","P","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000884,"F",20240101,20240312,"B ,C ,F ,U ,W ","","N","Isopto Carpine","007277","PILOCARPINE HCL 4 % SO","DROPS","N", 0000.3629, 0000.0000,"","",,"","P","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000884,"F",20240313,20241231,"B ,C ,F ,U ,W ","","N","Isopto Carpine","007277","PILOCARPINE HCL 4 % SO","DROPS","N", 0000.3629, 0000.0000,"","",,"","P","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000884,"I",20220401,20221231,"B ,C ,F ,U ,W ","","N","Isopto Carpine","007277","PILOCARPINE HCL 4 % SO","DROPS","N", 0000.3629, 0000.0000,"","",,"","P","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000884,"I",20230101,20231231,"B ,C ,F ,U ,W ","","N","Isopto Carpine","007277","PILOCARPINE HCL 4 % SO","DROPS","N", 0000.3629, 0000.0000,"","",,"","P","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000884,"I",20240101,20240312,"B ,C ,F ,U ,W ","","N","Isopto Carpine","007277","PILOCARPINE HCL 4 % SO","DROPS","N", 0000.3629, 0000.0000,"","",,"","P","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000884,"I",20240313,20241231,"B ,C ,F ,U ,W ","","N","Isopto Carpine","007277","PILOCARPINE HCL 4 % SO","DROPS","N", 0000.3629, 0000.0000,"","",,"","P","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000884,"W",20220401,20221231,"B ,C ,F ,U ,W ","","N","Isopto Carpine","007277","PILOCARPINE HCL 4 % SO","DROPS","N", 0000.3629, 0000.0000,"","",,"","P","First Nations Health Benefits", 100, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000884,"W",20230101,20231231,"B ,C ,F ,U ,W ","","N","Isopto Carpine","007277","PILOCARPINE HCL 4 % SO","DROPS","N", 0000.3629, 0000.0000,"","",,"","P","First Nations Health Benefits", 100, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000884,"W",20240101,20240312,"B ,C ,F ,U ,W ","","N","Isopto Carpine","007277","PILOCARPINE HCL 4 % SO","DROPS","N", 0000.3629, 0000.0000,"","",,"","P","First Nations Health Benefits", 100, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000884,"W",20240313,20241231,"B ,C ,F ,U ,W ","","N","Isopto Carpine","007277","PILOCARPINE HCL 4 % SO","DROPS","N", 0000.3629, 0000.0000,"","",,"","P","First Nations Health Benefits", 100, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000892,"NB",20181011,40001230,"","","N","Isopto Carpine Liq 6%","003594","PILOCARPINE HCL 6 % SO","DROPS","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000965,"NB",20170401,40001230,"NB","P","Y","Isopto Cetamide Dps 10%","003594","SULFACETAMIDE SODIUM 10 % SO","DROPS","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,20170401,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"B",20220401,20221231,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2348, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 035, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"B",20230101,20230331,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2348, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 035, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"B",20230401,20231231,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2958, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 035, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"B",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2958, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 035, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"B",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2958, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 035, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"C",20220401,20221231,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2348, 0000.0000,"","",,"","P","Income Assistance", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"C",20230101,20230331,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2348, 0000.0000,"","",,"","P","Income Assistance", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"C",20230401,20231231,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2958, 0000.0000,"","",,"","P","Income Assistance", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"C",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2958, 0000.0000,"","",,"","P","Income Assistance", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"C",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2958, 0000.0000,"","",,"","P","Income Assistance", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"F",20220401,20221231,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2348, 0000.0000,"","",,"","P","At Home Program", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"F",20230101,20230331,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2348, 0000.0000,"","",,"","P","At Home Program", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"F",20230401,20231231,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2958, 0000.0000,"","",,"","P","At Home Program", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"F",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2958, 0000.0000,"","",,"","P","At Home Program", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"F",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2958, 0000.0000,"","",,"","P","At Home Program", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"I",20220401,20221231,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2348, 0000.0000,"","",,"","P","Fair PharmaCare", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"I",20230101,20230331,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2348, 0000.0000,"","",,"","P","Fair PharmaCare", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"I",20230401,20231231,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2958, 0000.0000,"","",,"","P","Fair PharmaCare", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"I",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2958, 0000.0000,"","",,"","P","Fair PharmaCare", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"I",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2958, 0000.0000,"","",,"","P","Fair PharmaCare", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"W",20220401,20221231,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2348, 0000.0000,"","",,"","P","First Nations Health Benefits", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"W",20230101,20230331,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2348, 0000.0000,"","",,"","P","First Nations Health Benefits", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"W",20230401,20231231,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2958, 0000.0000,"","",,"","P","First Nations Health Benefits", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"W",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2958, 0000.0000,"","",,"","P","First Nations Health Benefits", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00000981,"W",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 0.5 % SO","DROPS","N", 0001.2958, 0000.0000,"","",,"","P","First Nations Health Benefits", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001000,"NB",20020211,40001230,"","","N","Morphine Sulfate Powder","003550","MORPHINE SULFATE 100 % PA","POWDER","N", 0000.0000, 0000.0000,"","",,"","N","Non-Benefit", 000, 00000000,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"B",20220401,20221231,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.5898, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 035, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"B",20230101,20230331,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.5898, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 035, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"B",20230401,20231231,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.6677, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 035, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"B",20240101,20240312,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.6677, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 035, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"B",20240313,20241231,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.6677, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 035, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"C",20220401,20221231,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.5898, 0000.0000,"","",,"","P","Income Assistance", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"C",20230101,20230331,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.5898, 0000.0000,"","",,"","P","Income Assistance", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"C",20230401,20231231,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.6677, 0000.0000,"","",,"","P","Income Assistance", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"C",20240101,20240312,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.6677, 0000.0000,"","",,"","P","Income Assistance", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"C",20240313,20241231,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.6677, 0000.0000,"","",,"","P","Income Assistance", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"F",20220401,20221231,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.5898, 0000.0000,"","",,"","P","At Home Program", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"F",20230101,20230331,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.5898, 0000.0000,"","",,"","P","At Home Program", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"F",20230401,20231231,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.6677, 0000.0000,"","",,"","P","At Home Program", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"F",20240101,20240312,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.6677, 0000.0000,"","",,"","P","At Home Program", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"F",20240313,20241231,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.6677, 0000.0000,"","",,"","P","At Home Program", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"I",20220401,20221231,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.5898, 0000.0000,"","",,"","P","Fair PharmaCare", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"I",20230101,20230331,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.5898, 0000.0000,"","",,"","P","Fair PharmaCare", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"I",20230401,20231231,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.6677, 0000.0000,"","",,"","P","Fair PharmaCare", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"I",20240101,20240312,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.6677, 0000.0000,"","",,"","P","Fair PharmaCare", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"I",20240313,20241231,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.6677, 0000.0000,"","",,"","P","Fair PharmaCare", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"W",20220401,20221231,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.5898, 0000.0000,"","",,"","P","First Nations Health Benefits", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"W",20230101,20230331,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.5898, 0000.0000,"","",,"","P","First Nations Health Benefits", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"W",20230401,20231231,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.6677, 0000.0000,"","",,"","P","First Nations Health Benefits", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"W",20240101,20240312,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.6677, 0000.0000,"","",,"","P","First Nations Health Benefits", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001007,"W",20240313,20241231,"B ,C ,F ,U ,W ","","N","Mydriacyl","003594","TROPICAMIDE 1 % SO","DROPS","N", 0001.6677, 0000.0000,"","",,"","P","First Nations Health Benefits", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001058,"NB",20170401,40001230,"NB","P","Y","Fenicol Ont 1%","003594","CHLORAMPHENICOL 1 % OA","OINT. (G)","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,20170401,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001082,"NB",20181011,40001230,"","","N","Chloroptic Dps 0.5%","003574","CHLORAMPHENICOL 0.5 % SO","DROPS","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001090,"B",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Epifrin 1/2%","003574","EPINEPHRINE 0.5 % SO","DROPS","N", 0000.9936, 0000.0000,"","",,"","E","Licensed Residential Care Facilities", 035, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001090,"B",20230101,20231231,"A ,B ,C ,F ,U ,W ","","N","Epifrin 1/2%","003574","EPINEPHRINE 0.5 % SO","DROPS","N", 0000.9936, 0000.0000,"","",,"","E","Licensed Residential Care Facilities", 035, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001090,"B",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Epifrin 1/2%","003574","EPINEPHRINE 0.5 % SO","DROPS","N", 0000.9936, 0000.0000,"","",,"","E","Licensed Residential Care Facilities", 035, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001090,"B",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Epifrin 1/2%","003574","EPINEPHRINE 0.5 % SO","DROPS","N", 0000.9936, 0000.0000,"","",,"","E","Licensed Residential Care Facilities", 035, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001090,"C",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Epifrin 1/2%","003574","EPINEPHRINE 0.5 % SO","DROPS","N", 0000.9936, 0000.0000,"","",,"","E","Income Assistance", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001090,"C",20230101,20231231,"A ,B ,C ,F ,U ,W ","","N","Epifrin 1/2%","003574","EPINEPHRINE 0.5 % SO","DROPS","N", 0000.9936, 0000.0000,"","",,"","E","Income Assistance", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001090,"C",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Epifrin 1/2%","003574","EPINEPHRINE 0.5 % SO","DROPS","N", 0000.9936, 0000.0000,"","",,"","E","Income Assistance", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001090,"C",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Epifrin 1/2%","003574","EPINEPHRINE 0.5 % SO","DROPS","N", 0000.9936, 0000.0000,"","",,"","E","Income Assistance", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001090,"F",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Epifrin 1/2%","003574","EPINEPHRINE 0.5 % SO","DROPS","N", 0000.9936, 0000.0000,"","",,"","E","At Home Program", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001090,"F",20230101,20231231,"A ,B ,C ,F ,U ,W ","","N","Epifrin 1/2%","003574","EPINEPHRINE 0.5 % SO","DROPS","N", 0000.9936, 0000.0000,"","",,"","E","At Home Program", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001090,"F",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Epifrin 1/2%","003574","EPINEPHRINE 0.5 % SO","DROPS","N", 0000.9936, 0000.0000,"","",,"","E","At Home Program", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001090,"F",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Epifrin 1/2%","003574","EPINEPHRINE 0.5 % SO","DROPS","N", 0000.9936, 0000.0000,"","",,"","E","At Home Program", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001090,"I",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Epifrin 1/2%","003574","EPINEPHRINE 0.5 % SO","DROPS","N", 0000.9936, 0000.0000,"","",,"","E","Fair PharmaCare", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001090,"I",20230101,20231231,"A ,B ,C ,F ,U ,W ","","N","Epifrin 1/2%","003574","EPINEPHRINE 0.5 % SO","DROPS","N", 0000.9936, 0000.0000,"","",,"","E","Fair PharmaCare", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001090,"I",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Epifrin 1/2%","003574","EPINEPHRINE 0.5 % SO","DROPS","N", 0000.9936, 0000.0000,"","",,"","E","Fair PharmaCare", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00001090,"I",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Epifrin 1/2%","003574","EPINEPHRINE 0.5 % SO","DROPS","N", 0000.9936, 0000.0000,"","",,"","E","Fair PharmaCare", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
